scenario,year,analysis,region,sector,indicator,value,unit
baseline,2011,hotspot,España,Acero y metalurgia primaria,employment,811.8246005555302,kpersonas
baseline,2011,hotspot,España,Acero y metalurgia primaria,co2eq,100.85989821843191,Mt CO₂eq
baseline,2011,hotspot,España,Acero y metalurgia primaria,materials,4.034395928737276,Mt
baseline,2011,hotspot,España,Acero y metalurgia primaria,energy,504299.4910921596,TJ
baseline,2011,hotspot,España,Acero secundario y reciclaje,output,24154.359860686603,M€
baseline,2011,hotspot,España,Acero secundario y reciclaje,value_added,9600.802258435884,M€
baseline,2011,hotspot,España,Acero secundario y reciclaje,employment,115.91263134999097,kpersonas
baseline,2011,hotspot,España,Acero secundario y reciclaje,co2eq,6.03858996517165,Mt CO₂eq
baseline,2011,hotspot,España,Acero secundario y reciclaje,materials,0.5313959169351052,Mt
baseline,2011,hotspot,España,Acero secundario y reciclaje,energy,3110.2705281203416,TJ
baseline,2011,hotspot,España,Maquinaria y equipos,output,145139.46745118912,M€
baseline,2011,hotspot,España,Maquinaria y equipos,value_added,45380.27080528483,M€
baseline,2011,hotspot,España,Maquinaria y equipos,employment,444.6318333723896,kpersonas
baseline,2011,hotspot,España,Maquinaria y equipos,co2eq,6.968233508194144,Mt CO₂eq
baseline,2011,hotspot,España,Maquinaria y equipos,materials,1.451394674511891,Mt
baseline,2011,hotspot,España,Maquinaria y equipos,energy,25788.735611075976,TJ
baseline,2011,hotspot,España,Equipos electrónicos,output,124753.73229666395,M€
baseline,2011,hotspot,España,Equipos electrónicos,value_added,45207.148489603715,M€
baseline,2011,hotspot,España,Equipos electrónicos,employment,733.1409459048818,kpersonas
baseline,2011,hotspot,España,Equipos electrónicos,co2eq,4.053830820228606,Mt CO₂eq
baseline,2011,hotspot,España,Equipos electrónicos,materials,0.3009680228116636,Mt
baseline,2011,hotspot,España,Equipos electrónicos,energy,12479.957977848077,TJ
baseline,2011,hotspot,España,Vehículos y partes,output,138982.5713283841,M€
baseline,2011,hotspot,España,Vehículos y partes,value_added,42562.318131570064,M€
baseline,2011,hotspot,España,Vehículos y partes,employment,710.8963548866468,kpersonas
baseline,2011,hotspot,España,Vehículos y partes,co2eq,7.406435715013894,Mt CO₂eq
baseline,2011,hotspot,España,Vehículos y partes,materials,2.5016862839109137,Mt
baseline,2011,hotspot,España,Vehículos y partes,energy,11497.395585191796,TJ
baseline,2011,hotspot,España,Construcción,output,211961.98233630008,M€
baseline,2011,hotspot,España,Construcción,value_added,79294.6856963402,M€
baseline,2011,hotspot,España,Construcción,employment,1907.6578410267007,kpersonas
baseline,2011,hotspot,España,Construcción,co2eq,38.153156820534015,Mt CO₂eq
baseline,2011,hotspot,España,Construcción,materials,7.418669381770502,Mt
baseline,2011,hotspot,España,Construcción,energy,169569.58586904008,TJ
baseline,2011,hotspot,España,Comercio mayorista y minorista,output,258241.07397587402,M€
baseline,2011,hotspot,España,Comercio mayorista y minorista,value_added,90249.87925313255,M€
baseline,2011,hotspot,España,Comercio mayorista y minorista,employment,3098.892887710488,kpersonas
baseline,2011,hotspot,España,Comercio mayorista y minorista,co2eq,9.167334789244803,Mt CO₂eq
baseline,2011,hotspot,España,Comercio mayorista y minorista,materials,0.4901461814026741,Mt
baseline,2011,hotspot,España,Comercio mayorista y minorista,energy,43044.428457414986,TJ
baseline,2011,hotspot,España,Transporte y logística,output,184458.7179895058,M€
baseline,2011,hotspot,España,Transporte y logística,value_added,59336.42738635737,M€
baseline,2011,hotspot,España,Transporte y logística,employment,569.7867539046867,kpersonas
baseline,2011,hotspot,España,Transporte y logística,co2eq,46.11467949737645,Mt CO₂eq
baseline,2011,hotspot,España,Transporte y logística,materials,0.23239497254828795,Mt
baseline,2011,hotspot,España,Transporte y logística,energy,24980.37125044623,TJ
baseline,2011,hotspot,España,Energía y suministros,output,131601.55619142475,M€
baseline,2011,hotspot,España,Energía y suministros,value_added,41521.66557749234,M€
baseline,2011,hotspot,España,Energía y suministros,employment,313.9439148716064,kpersonas
baseline,2011,hotspot,España,Energía y suministros,co2eq,105.28124495313979,Mt CO₂eq
baseline,2011,hotspot,España,Energía y suministros,materials,0.07593996556468915,Mt
baseline,2011,hotspot,España,Energía y suministros,energy,789609.3371485485,TJ
baseline,2011,hotspot,España,Servicios financieros y empresariales,output,266486.6247921338,M€
baseline,2011,hotspot,España,Servicios financieros y empresariales,value_added,146567.6436356736,M€
baseline,2011,hotspot,España,Servicios financieros y empresariales,employment,2131.8929983370704,kpersonas
baseline,2011,hotspot,España,Servicios financieros y empresariales,co2eq,6.819419202377195,Mt CO₂eq
baseline,2011,hotspot,España,Servicios financieros y empresariales,materials,0.4241916700074789,Mt
baseline,2011,hotspot,España,Servicios financieros y empresariales,energy,37341.537701814195,TJ
baseline,2011,hotspot,España,Salud y educación,output,129559.53646941234,M€
baseline,2011,hotspot,España,Salud y educación,value_added,77735.7218816474,M€
baseline,2011,hotspot,España,Salud y educación,employment,1813.8335105717726,kpersonas
baseline,2011,hotspot,España,Salud y educación,co2eq,3.6271912913525854,Mt CO₂eq
baseline,2011,hotspot,España,Salud y educación,materials,0.13428349509455295,Mt
baseline,2011,hotspot,España,Salud y educación,energy,12732.781168696942,TJ
baseline,2011,hotspot,España,Otros servicios,output,76853.82018358448,M€
baseline,2011,hotspot,España,Otros servicios,value_added,33720.99833896736,M€
baseline,2011,hotspot,España,Otros servicios,employment,768.5382018358448,kpersonas
baseline,2011,hotspot,España,Otros servicios,co2eq,1.5597091458951626,Mt CO₂eq
baseline,2011,hotspot,España,Otros servicios,materials,0.11691937740343433,Mt
baseline,2011,hotspot,España,Otros servicios,energy,12570.09132225361,TJ
baseline,2011,hotspot,Alemania,Agricultura y pesca,output,337813.7754149838,M€
baseline,2011,hotspot,Alemania,Agricultura y pesca,value_added,116847.58697212841,M€
baseline,2011,hotspot,Alemania,Agricultura y pesca,employment,6080.647957469709,kpersonas
baseline,2011,hotspot,Alemania,Agricultura y pesca,co2eq,11.159007282643211,Mt CO₂eq
baseline,2011,hotspot,Alemania,Agricultura y pesca,materials,0.8334916250327002,Mt
baseline,2011,hotspot,Alemania,Agricultura y pesca,energy,61620.059728975015,TJ
baseline,2011,hotspot,Alemania,Minería y extracción,output,268130.981311076,M€
baseline,2011,hotspot,Alemania,Minería y extracción,value_added,103735.30110556813,M€
baseline,2011,hotspot,Alemania,Minería y extracción,employment,944.9163436365487,kpersonas
baseline,2011,hotspot,Alemania,Minería y extracción,co2eq,9.335888606835205,Mt CO₂eq
baseline,2011,hotspot,Alemania,Minería y extracción,materials,0.5797332721643657,Mt
baseline,2011,hotspot,Alemania,Minería y extracción,energy,28977.649374383967,TJ
baseline,2011,hotspot,Alemania,Alimentación y bebidas,output,476582.52494326764,M€
baseline,2011,hotspot,Alemania,Alimentación y bebidas,value_added,155611.7803681444,M€
baseline,2011,hotspot,Alemania,Alimentación y bebidas,employment,1527.9466208745937,kpersonas
baseline,2011,hotspot,Alemania,Alimentación y bebidas,co2eq,18.48293426444971,Mt CO₂eq
baseline,2011,hotspot,Alemania,Alimentación y bebidas,materials,1.078465004092419,Mt
baseline,2011,hotspot,Alemania,Alimentación y bebidas,energy,41460.93013689624,TJ
baseline,2011,hotspot,Alemania,Textil y calzado,output,226642.25405330848,M€
baseline,2011,hotspot,Alemania,Textil y calzado,value_added,97114.42504613611,M€
baseline,2011,hotspot,Alemania,Textil y calzado,employment,1024.6791784867337,kpersonas
baseline,2011,hotspot,Alemania,Textil y calzado,co2eq,6.250533717122422,Mt CO₂eq
baseline,2011,hotspot,Alemania,Textil y calzado,materials,0.5556865955158398,Mt
baseline,2011,hotspot,Alemania,Textil y calzado,energy,25784.197869323645,TJ
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",output,262789.8607309433,M€
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",value_added,108736.64446034732,M€
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",employment,905.9024636139845,kpersonas
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",co2eq,6.621479386341391,Mt CO₂eq
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",materials,0.4328909622178547,Mt
baseline,2011,hotspot,Alemania,"Madera, papel e imprenta",energy,30281.604384273196,TJ
baseline,2011,hotspot,Alemania,Productos químicos,output,434463.87574237125,M€
baseline,2011,hotspot,Alemania,Productos químicos,value_added,177226.26236703742,M€
baseline,2011,hotspot,Alemania,Productos químicos,employment,1021.25064610306,kpersonas
baseline,2011,hotspot,Alemania,Productos químicos,co2eq,152.06235650982995,Mt CO₂eq
baseline,2011,hotspot,Alemania,Productos químicos,materials,0.8349756985912997,Mt
baseline,2011,hotspot,Alemania,Productos químicos,energy,1086159.6893559282,TJ
baseline,2011,hotspot,Alemania,Refino y combustibles,output,363512.9639892135,M€
baseline,2011,hotspot,Alemania,Refino y combustibles,value_added,72702.5927978427,M€
baseline,2011,hotspot,Alemania,Refino y combustibles,employment,898.6126289706252,kpersonas
baseline,2011,hotspot,Alemania,Refino y combustibles,co2eq,218.1077783935281,Mt CO₂eq
baseline,2011,hotspot,Alemania,Refino y combustibles,materials,0.30880153486005496,Mt
baseline,2011,hotspot,Alemania,Refino y combustibles,energy,1454051.855956854,TJ
baseline,2011,hotspot,Alemania,Plásticos y caucho,output,265283.4292485856,M€
baseline,2011,hotspot,Alemania,Plásticos y caucho,value_added,104547.2248435005,M€
baseline,2011,hotspot,Alemania,Plásticos y caucho,employment,1551.2689026487747,kpersonas
baseline,2011,hotspot,Alemania,Plásticos y caucho,co2eq,12.413290723694521,Mt CO₂eq
baseline,2011,hotspot,Alemania,Plásticos y caucho,materials,0.20859904127358211,Mt
baseline,2011,hotspot,Alemania,Plásticos y caucho,energy,46177.29895111575,TJ
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,output,408391.47860296426,M€
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,value_added,102097.86965074106,M€
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,employment,2301.009404038657,kpersonas
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,co2eq,285.87403502207496,Mt CO₂eq
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,materials,11.434961400883,Mt
baseline,2011,hotspot,Alemania,Acero y metalurgia primaria,energy,1429370.1751103748,TJ
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,output,63411.31791931635,M€
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,value_added,25204.539793291908,M€
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,employment,304.300041888581,kpersonas
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,co2eq,15.852829479829088,Mt CO₂eq
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,materials,1.3950489942249598,Mt
baseline,2011,hotspot,Alemania,Acero secundario y reciclaje,energy,8165.248609826444,TJ
baseline,2011,hotspot,Alemania,Maquinaria y equipos,output,432676.1435625593,M€
baseline,2011,hotspot,Alemania,Maquinaria y equipos,value_added,135283.3995512526,M€
baseline,2011,hotspot,Alemania,Maquinaria y equipos,employment,1325.4946455788433,kpersonas
baseline,2011,hotspot,Alemania,Maquinaria y equipos,co2eq,20.7730430234822,Mt CO₂eq
baseline,2011,hotspot,Alemania,Maquinaria y equipos,materials,4.326761435625593,Mt
baseline,2011,hotspot,Alemania,Maquinaria y equipos,energy,76878.95558323806,TJ
baseline,2011,hotspot,Alemania,Equipos electrónicos,output,404402.8433770926,M€
baseline,2011,hotspot,Alemania,Equipos electrónicos,value_added,146543.9073733833,M€
baseline,2011,hotspot,Alemania,Equipos electrónicos,employment,2376.556417687503,kpersonas
baseline,2011,hotspot,Alemania,Equipos electrónicos,co2eq,13.140935185583855,Mt CO₂eq
baseline,2011,hotspot,Alemania,Equipos electrónicos,materials,0.9756207044867159,Mt
baseline,2011,hotspot,Alemania,Equipos electrónicos,energy,40455.14629948553,TJ
baseline,2011,hotspot,Alemania,Vehículos y partes,output,550301.800649182,M€
baseline,2011,hotspot,Alemania,Vehículos y partes,value_added,168525.59341606376,M€
baseline,2011,hotspot,Alemania,Vehículos y partes,employment,2814.7957001365844,kpersonas
baseline,2011,hotspot,Alemania,Vehículos y partes,co2eq,29.325798705612034,Mt CO₂eq
baseline,2011,hotspot,Alemania,Vehículos y partes,materials,9.905432411685277,Mt
baseline,2011,hotspot,Alemania,Vehículos y partes,energy,45523.963420979286,TJ
baseline,2011,hotspot,Alemania,Construcción,output,641260.5027878915,M€
baseline,2011,hotspot,Alemania,Construcción,value_added,239894.67100456887,M€
baseline,2011,hotspot,Alemania,Construcción,employment,5771.3445250910245,kpersonas
baseline,2011,hotspot,Alemania,Construcción,co2eq,115.42689050182048,Mt CO₂eq
baseline,2011,hotspot,Alemania,Construcción,materials,22.444117597576206,Mt
baseline,2011,hotspot,Alemania,Construcción,energy,513008.4022303133,TJ
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,output,896699.9968559867,M€
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,value_added,313377.98126605403,M€
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,employment,10760.39996227184,kpersonas
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,co2eq,31.832074387444543,Mt CO₂eq
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,materials,1.7019526466336372,Mt
baseline,2011,hotspot,Alemania,Comercio mayorista y minorista,energy,149464.75503752645,TJ
baseline,2011,hotspot,Alemania,Transporte y logística,output,575061.5956374024,M€
baseline,2011,hotspot,Alemania,Transporte y logística,value_added,184985.02528984722,M€
baseline,2011,hotspot,Alemania,Transporte y logística,employment,1776.3458590887878,kpersonas
baseline,2011,hotspot,Alemania,Transporte y logística,co2eq,143.76539890935058,Mt CO₂eq
baseline,2011,hotspot,Alemania,Transporte y logística,materials,0.7245058687837779,Mt
baseline,2011,hotspot,Alemania,Transporte y logística,energy,77877.87049302581,TJ
baseline,2011,hotspot,Alemania,Energía y suministros,output,454251.19409489905,M€
baseline,2011,hotspot,Alemania,Energía y suministros,value_added,143320.9964626085,M€
baseline,2011,hotspot,Alemania,Energía y suministros,employment,1083.6452268225312,kpersonas
baseline,2011,hotspot,Alemania,Energía y suministros,co2eq,363.4009552759193,Mt CO₂eq
baseline,2011,hotspot,Alemania,Energía y suministros,materials,0.2621231924272134,Mt
baseline,2011,hotspot,Alemania,Energía y suministros,energy,2725507.164569394,TJ
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,output,874555.0806689516,M€
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,value_added,481005.2943679234,M€
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,employment,6996.440645351613,kpersonas
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,co2eq,22.37995139644408,Mt CO₂eq
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,materials,1.3921110692585823,Mt
baseline,2011,hotspot,Alemania,Servicios financieros y empresariales,energy,122547.35689862959,TJ
baseline,2011,hotspot,Alemania,Salud y educación,output,390181.7922988565,M€
baseline,2011,hotspot,Alemania,Salud y educación,value_added,234109.07537931387,M€
baseline,2011,hotspot,Alemania,Salud y educación,employment,5462.54509218399,kpersonas
baseline,2011,hotspot,Alemania,Salud y educación,co2eq,10.923657475456348,Mt CO₂eq
baseline,2011,hotspot,Alemania,Salud y educación,materials,0.4044084767508973,Mt
baseline,2011,hotspot,Alemania,Salud y educación,energy,38346.07249096031,TJ
baseline,2011,hotspot,Alemania,Otros servicios,output,243302.4553152969,M€
baseline,2011,hotspot,Alemania,Otros servicios,value_added,106753.336033987,M€
baseline,2011,hotspot,Alemania,Otros servicios,employment,2433.024553152969,kpersonas
baseline,2011,hotspot,Alemania,Otros servicios,co2eq,4.937699438590466,Mt CO₂eq
baseline,2011,hotspot,Alemania,Otros servicios,materials,0.3701412828697288,Mt
baseline,2011,hotspot,Alemania,Otros servicios,energy,39794.17125832155,TJ
baseline,2011,hotspot,Francia,Agricultura y pesca,output,247615.94311844712,M€
baseline,2011,hotspot,Francia,Agricultura y pesca,value_added,85648.74364189414,M€
baseline,2011,hotspot,Francia,Agricultura y pesca,employment,4457.086976132048,kpersonas
baseline,2011,hotspot,Francia,Agricultura y pesca,co2eq,8.179500996260316,Mt CO₂eq
baseline,2011,hotspot,Francia,Agricultura y pesca,materials,0.6109455263044459,Mt
baseline,2011,hotspot,Francia,Agricultura y pesca,energy,45167.22027117315,TJ
baseline,2011,hotspot,Francia,Minería y extracción,output,217329.31447192765,M€
baseline,2011,hotspot,Francia,Minería y extracción,value_added,84081.00311860844,M€
baseline,2011,hotspot,Francia,Minería y extracción,employment,765.8869564110629,kpersonas
baseline,2011,hotspot,Francia,Minería y extracción,co2eq,7.567056447519749,Mt CO₂eq
baseline,2011,hotspot,Francia,Minería y extracción,materials,0.4698936094590144,Mt
baseline,2011,hotspot,Francia,Minería y extracción,energy,23487.37412867778,TJ
baseline,2011,hotspot,Francia,Alimentación y bebidas,output,382139.5226033013,M€
baseline,2011,hotspot,Francia,Alimentación y bebidas,value_added,124774.63681323864,M€
baseline,2011,hotspot,Francia,Alimentación y bebidas,employment,1225.1577884309768,kpersonas
baseline,2011,hotspot,Francia,Alimentación y bebidas,co2eq,14.820223794327747,Mt CO₂eq
baseline,2011,hotspot,Francia,Alimentación y bebidas,materials,0.8647486641632603,Mt
baseline,2011,hotspot,Francia,Alimentación y bebidas,energy,33244.7356333269,TJ
baseline,2011,hotspot,Francia,Textil y calzado,output,163933.10486586436,M€
baseline,2011,hotspot,Francia,Textil y calzado,value_added,70244.04734931621,M€
baseline,2011,hotspot,Francia,Textil y calzado,employment,741.1629394632794,kpersonas
baseline,2011,hotspot,Francia,Textil y calzado,co2eq,4.5210872244309686,Mt CO₂eq
baseline,2011,hotspot,Francia,Textil y calzado,materials,0.4019348877188045,Mt
baseline,2011,hotspot,Francia,Textil y calzado,energy,18650.02459867799,TJ
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",output,185438.98554379452,M€
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",value_added,76730.55948230796,M€
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",employment,639.25462491948,kpersonas
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",co2eq,4.672480196865192,Mt CO₂eq
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",materials,0.3054716824365809,Mt
baseline,2011,hotspot,Francia,"Madera, papel e imprenta",energy,21368.366275772885,TJ
baseline,2011,hotspot,Francia,Productos químicos,output,302689.5703569539,M€
baseline,2011,hotspot,Francia,Productos químicos,value_added,123472.96106076613,M€
baseline,2011,hotspot,Francia,Productos químicos,employment,711.5020063923569,kpersonas
baseline,2011,hotspot,Francia,Productos químicos,co2eq,105.94134962493385,Mt CO₂eq
baseline,2011,hotspot,Francia,Productos químicos,materials,0.5817248557966808,Mt
baseline,2011,hotspot,Francia,Productos químicos,energy,756723.9258923847,TJ
baseline,2011,hotspot,Francia,Refino y combustibles,output,292956.17474249465,M€
baseline,2011,hotspot,Francia,Refino y combustibles,value_added,58591.23494849893,M€
baseline,2011,hotspot,Francia,Refino y combustibles,employment,724.1945802140428,kpersonas
baseline,2011,hotspot,Francia,Refino y combustibles,co2eq,175.77370484549678,Mt CO₂eq
baseline,2011,hotspot,Francia,Refino y combustibles,materials,0.24886407190115284,Mt
baseline,2011,hotspot,Francia,Refino y combustibles,energy,1171824.6989699786,TJ
baseline,2011,hotspot,Francia,Plásticos y caucho,output,191618.56312996315,M€
baseline,2011,hotspot,Francia,Plásticos y caucho,value_added,75516.17174310771,M€
baseline,2011,hotspot,Francia,Plásticos y caucho,employment,1120.5069196961074,kpersonas
baseline,2011,hotspot,Francia,Plásticos y caucho,co2eq,8.966323071615399,Mt CO₂eq
baseline,2011,hotspot,Francia,Plásticos y caucho,materials,0.1506745018803122,Mt
baseline,2011,hotspot,Francia,Plásticos y caucho,energy,33354.61886669173,TJ
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,output,313019.79070083826,M€
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,value_added,78254.94767520957,M€
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,employment,1763.6545319621493,kpersonas
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,co2eq,219.11385349058676,Mt CO₂eq
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,materials,8.76455413962347,Mt
baseline,2011,hotspot,Francia,Acero y metalurgia primaria,energy,1095569.2674529338,TJ
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,output,51398.832727855144,M€
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,value_added,20429.853334168743,M€
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,employment,246.654185172613,kpersonas
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,co2eq,12.849708181963786,Mt CO₂eq
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,materials,1.130774320012813,Mt
baseline,2011,hotspot,Francia,Acero secundario y reciclaje,energy,6618.443855903159,TJ
baseline,2011,hotspot,Francia,Maquinaria y equipos,output,364094.3918920817,M€
baseline,2011,hotspot,Francia,Maquinaria y equipos,value_added,113840.17313074964,M€
baseline,2011,hotspot,Francia,Maquinaria y equipos,employment,1115.3958315440634,kpersonas
baseline,2011,hotspot,Francia,Maquinaria y equipos,co2eq,17.480391696911852,Mt CO₂eq
baseline,2011,hotspot,Francia,Maquinaria y equipos,materials,3.640943918920817,Mt
baseline,2011,hotspot,Francia,Maquinaria y equipos,energy,64693.182184495134,TJ
baseline,2011,hotspot,Francia,Equipos electrónicos,output,318927.59201299737,M€
baseline,2011,hotspot,Francia,Equipos electrónicos,value_added,115570.14563121708,M€
baseline,2011,hotspot,Francia,Equipos electrónicos,employment,1874.2435370795533,kpersonas
baseline,2011,hotspot,Francia,Equipos electrónicos,co2eq,10.363445470706422,Mt CO₂eq
baseline,2011,hotspot,Francia,Equipos electrónicos,materials,0.769411904727467,Mt
baseline,2011,hotspot,Francia,Equipos electrónicos,energy,31904.47991434496,TJ
baseline,2011,hotspot,Francia,Vehículos y partes,output,366237.4318230612,M€
baseline,2011,hotspot,Francia,Vehículos y partes,value_added,112157.32977131104,M€
baseline,2011,hotspot,Francia,Vehículos y partes,employment,1873.3057880394024,kpersonas
baseline,2011,hotspot,Francia,Vehículos y partes,co2eq,19.516936327363197,Mt CO₂eq
baseline,2011,hotspot,Francia,Vehículos y partes,materials,6.592273772815101,Mt
baseline,2011,hotspot,Francia,Vehículos y partes,energy,30297.155906155607,TJ
baseline,2011,hotspot,Francia,Construcción,output,530552.6169916486,M€
baseline,2011,hotspot,Francia,Construcción,value_added,198479.00338549877,M€
baseline,2011,hotspot,Francia,Construcción,employment,4774.973552924837,kpersonas
baseline,2011,hotspot,Francia,Construcción,co2eq,95.49947105849674,Mt CO₂eq
baseline,2011,hotspot,Francia,Construcción,materials,18.5693415947077,Mt
baseline,2011,hotspot,Francia,Construcción,energy,424442.0935933189,TJ
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,output,660879.3285090001,M€
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,value_added,230963.5670288484,M€
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,employment,7930.551942108003,kpersonas
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,co2eq,23.460644607988705,Mt CO₂eq
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,materials,1.2543607964816335,Mt
baseline,2011,hotspot,Francia,Comercio mayorista y minorista,energy,110157.42978844554,TJ
baseline,2011,hotspot,Francia,Transporte y logística,output,487536.326981478,M€
baseline,2011,hotspot,Francia,Transporte y logística,value_added,156830.01692440288,M€
baseline,2011,hotspot,Francia,Transporte y logística,employment,1505.9832584177148,kpersonas
